accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,taxon_11,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
JN629428,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_C06,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_C06,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629431,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_C09,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_C09,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629432,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_C10,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_C10,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629433,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_C11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_C11,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629434,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_C12,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_C12,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629435,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_D01,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D01,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629437,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_D03,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D03,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629438,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_D04,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D04,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629439,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,KIN1,KIN1,KIN1,KIN1,KIN1,uncultured kinetoplastid A4_D05,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D05,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629440,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_D06,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D06,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629441,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_D07,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D07,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629443,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_D09,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D09,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629444,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET7,MET7,MET7,MET7,uncultured kinetoplastid A4_D10,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D10,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629445,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET9,MET9,MET9,MET9,uncultured kinetoplastid A4_D11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D11,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629446,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_D12,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_D12,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629447,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_E01,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E01,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629449,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid A4_E03,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E03,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629450,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Klosteria,Klosteria,Klosteria,Klosteria,uncultured kinetoplastid A4_E04,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E04,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629452,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid A4_E06,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E06,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629453,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_E07,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E07,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629454,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_E08,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E08,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629455,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid A4_E09,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E09,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629457,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_E11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E11,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629458,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid A4_E12,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_E12,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629461,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET1,MET1,MET1,MET1,uncultured kinetoplastid A4_F04,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F04,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629462,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured kinetoplastid A4_F06,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F06,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629463,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_F07,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F07,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629464,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured kinetoplastid A4_F08,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F08,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629465,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET10,MET10,MET10,MET10,uncultured kinetoplastid A4_F09,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F09,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629467,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_F11,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_F11,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
JN629469,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured kinetoplastid A4_G01,environmental,marine sediment (ENVO:03000033),marine benthic biome (ENVO:01000024),NA,NA,NA,South Atlantic Ocean: Pernambuco Abyssal Plain,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)",uncultured kinetoplastid,A4_G01,"Pernambuco Abyssal Plain; sediment; 5,170-5,189 m depth",NA,NA,Analysis of the community structure of abyssal kinetoplastids revealed similar communities at larger spatial scales,"Salani,F.S., Arndt,H., Hausmann,K., Nitsche,F. and Scheckenbach,F.","ISME J 6 (4), 713-723 (2012)"
