accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,name,source,env_material,env_biome,biotic_relationship,specific_host,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
AJ224888.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus aberdonicus,isolate,soil (ENVO:00001998),terrestrial biome (ENVO:00000446),free-living,NA,Scotland,A reevaluation of the amoeba genus Vahlkampfia based on SSUrDNA sequences,"Brown,S. and De Jonckheere,J.F.","Eur. J. Protist. 35, 49-54 (1999)",Tetramitus aberdonicus,NA,NA,NA,NA,A reevaluation of the amoeba genus Vahlkampfia based on SSUrDNA sequences,"Brown,S. and De Jonckheere,J.F.","Eur. J. Protist. 35, 49-54 (1999)"
AJ224889.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus entericus,isolate,NA,NA,free-living,NA,NA,A reevaluation of the amoeba genus Vahlkampfia based on SSUrDNA sequences,"Brown,S. and De Jonckheere,J.F.","Eur. J. Protist. 35, 49-54 (1999)",Tetramitus entericus,NA,NA,NA,NA,A reevaluation of the amoeba genus Vahlkampfia based on SSUrDNA sequences,"Brown,S. and De Jonckheere,J.F.","Eur. J. Protist. 35, 49-54 (1999)"
AJ621574.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus thermacidophilus,isolate,NA,acid hot spring (ENVO:00002120),free-living,NA,Italy,"Tetramitus thermacidophilus n. sp., an amoeboflagellate from acidic hot springs","Baumgartner,M., Eberhardt,S. and Stetter,K.O.",Unpublished,Tetramitus thermacidophilus,NA,NA,NA,Italy:Pisciarelli Solfatara,"Tetramitus thermacidophilus n. sp., an amoeboflagellate from acidic hot springs","Baumgartner,M., Eberhardt,S. and Stetter,K.O.",Unpublished
AJ621575.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus thermacidophilus,isolate,NA,acid hot spring (ENVO:00002120),free-living,NA,Russia: Kamchatka,"Tetramitus thermacidophilus n. sp., an amoeboflagellate from acidic hot springs","Baumgartner,M., Eberhardt,S. and Stetter,K.O.",Unpublished,Tetramitus thermacidophilus,NA,NA,NA,"Russia:Caldera Uzon, Kamchatka","Tetramitus thermacidophilus n. sp., an amoeboflagellate from acidic hot springs","Baumgartner,M., Eberhardt,S. and Stetter,K.O.",Unpublished
AY394431.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,AMD clone W16,environmental,NA,acid mine drainage (ENVO:00001997),free-living,NA,USA,Metabolically active eukaryotic communities in extremely acidic mine drainage,"Baker,B.J., Lutz,M.A., Dawson,S.C., Bond,P.L. and Banfield,J.F.","Appl. Environ. Microbiol. 70 (10), 6264-6271 (2004)",uncultured Vahlkampfia,AMD clone W16,acid mine drainage,NA,"USA: Iron Mountain, CA",Metabolically active eukaryotic communities in extremely acidic mine drainage,"Baker,B.J., Lutz,M.A., Dawson,S.C., Bond,P.L. and Banfield,J.F.","Appl. Environ. Microbiol. 70 (10), 6264-6271 (2004)"
EF378681.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F3-3,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F3-3,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378682.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F3-6,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F3-6,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378683.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F3-16,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F3-16,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378684.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F5-4,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F5-4,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378685.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F5-13,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F5-13,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378686.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F5-20,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F5-20,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378687.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F8-13,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F8-13,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378688.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F8-15,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F8-15,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378689.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F8-16,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F8-16,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378690.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. F8-17,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. F8-17,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378691.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. BD1-1,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Pogona barbata,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. BD1-1,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378692.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. BD1-4,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Pogona barbata,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. BD1-4,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378693.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. BD1-5,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Pogona barbata,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Tetramitus sp. BD1-5,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
FO181513.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,uncultured eukaryote,environmental,sandy soil (ENVO missing),woodland biome (ENVO:01000175),free-living,NA,Belgium,Soil metatranscriptomics for mining eukaryotic heavy metal resistance genes,"Lehembre,F., Doillon,D., David,E., Perrotto,S., Baude,J., Foulon,J., Harfouche,L., Vallon,L., Poulain,J., Da Silva,C., Wincker,P., Oger-Desfeux,C., Richaud,P., Colpaert,J.V., Chalot,M., Fraissinet-Tachet,L., Blaudez,D. and Marmeisse,R.","Environ. Microbiol. 15 (10), 2829-2840 (2013)",uncultured eukaryote,NA,poor sandy soil from a Pinus forest stand,NA,"Belgium:North East Belgium, Campine, Balen, Province of Anvers",Soil metatranscriptomics for mining eukaryotic heavy metal resistance genes,"Lehembre,F., Doillon,D., David,E., Perrotto,S., Baude,J., Foulon,J., Harfouche,L., Vallon,L., Poulain,J., Da Silva,C., Wincker,P., Oger-Desfeux,C., Richaud,P., Colpaert,J.V., Chalot,M., Fraissinet-Tachet,L., Blaudez,D. and Marmeisse,R.","Environ. Microbiol. 15 (10), 2829-2840 (2013)"
GU320580.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Paratetramitus sp. COHH 11,isolate,marine sediment (ENVO:03000033),marine (ENVO:00000447),free-living,NA,USA,Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished,Paratetramitus sp. COHH 11,NA,NA,NA,"USA: Braga Bridge, Mt Hope Bay, MA",Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished
GU320581.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Singhamoeba sp. COHH 15,isolate,marine sediment (ENVO:03000033),marine (ENVO:00000447),free-living,NA,USA,Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished,Singhamoeba sp. COHH 15,NA,NA,NA,"USA: Brayton Point, Mt Hope Bay, MA",Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished
KC164219.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,CF1-11,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Switzerland: Ticino,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished,Tetramitus entericus,CF1-11,compost,NA,NA,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished
KC164229.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,CF2-102,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Switzerland: Ticino,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished,Singhamoeba horticola,CF2-102,compost,NA,NA,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished
KC164239.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,CF1-138,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Switzerland: Ticino,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished,Learamoeba waccamawensis,CF1-138,compost,NA,NA,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished
KC210142.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus sp. LC-2013 strain CF3-107b,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Switzerland: Ticino,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished,Tetramitus sp. LC-2013 strain CF3-107b,NA,compost,NA,NA,Presence of Legionella and free-living amoebae in composts and bioaerosols produced from composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished
KC346967.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Singhamoeba horticola,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Switzerland: Ticino,Influence of climate and geography on the occurrence of Legionella and amoebae in composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished,Singhamoeba horticola,NA,compost,NA,NA,Influence of climate and geography on the occurrence of Legionella and amoebae in composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished
KC346968.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Learamoeba waccamawensis,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Switzerland: Ticino,Influence of climate and geography on the occurrence of Legionella and amoebae in composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished,Learamoeba waccamawensis,NA,compost,NA,NA,Influence of climate and geography on the occurrence of Legionella and amoebae in composting facilities,"Conza,L., Casati,S. and Gaia,V.",Unpublished
KM669765.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus thermacidophilus,isolate,acidic water (ENVO:01000358),acidic environment (ENVO:01000315),free-living,NA,USA,The Food Web of Boiling Springs Lake Appears Dominated by the Heterolobosean Tetramitus thermacidophilus Strain BSL,"Reeder,W.H. IV, Sanck,J., Hirst,M., Dawson,S.C. and Wolfe,G.V.","J. Eukaryot. Microbiol. 62 (3), 374-390 (2015)",Tetramitus thermacidophilus,NA,Boiling Springs Lake,NA,NA,The Food Web of Boiling Springs Lake Appears Dominated by the Heterolobosean Tetramitus thermacidophilus Strain BSL,"Reeder,W.H. IV, Sanck,J., Hirst,M., Dawson,S.C. and Wolfe,G.V.","J. Eukaryot. Microbiol. 62 (3), 374-390 (2015)"
KT257696.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus thorntoni,isolate,guano (ENVO missing),cave (ENVO:00000067),free-living,NA,Slovenia,"Acanthamoeba and other free-living amoebae in bat guano, an extreme habitat","Mulec,J., Dietersdorfer,E., Ustunturk-Onan,M. and Walochnik,J.","Parasitol. Res. 115 (4), 1375-1383 (2016)",Tetramitus thorntoni,NA,guano,NA,Slovenia,"Acanthamoeba and other free-living amoebae in bat guano, an extreme habitat","Mulec,J., Dietersdorfer,E., Ustunturk-Onan,M. and Walochnik,J.","Parasitol. Res. 115 (4), 1375-1383 (2016)"
KT257697.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus jugosus,isolate,guano (ENVO missing),cave (ENVO:00000067),free-living,NA,Slovenia,"Acanthamoeba and other free-living amoebae in bat guano, an extreme habitat","Mulec,J., Dietersdorfer,E., Ustunturk-Onan,M. and Walochnik,J.","Parasitol. Res. 115 (4), 1375-1383 (2016)",Tetramitus jugosus,NA,guano,NA,Slovenia,"Acanthamoeba and other free-living amoebae in bat guano, an extreme habitat","Mulec,J., Dietersdorfer,E., Ustunturk-Onan,M. and Walochnik,J.","Parasitol. Res. 115 (4), 1375-1383 (2016)"
KT290032.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus thorntoni,isolate,drinking water (ENVO:00003064),freshwater biome (ENVO:00000873),free-living,NA,France,Free-living amoebae isolated from Paris drinking water network,"Delafont,V., Samba-Louaka,A., Bouchon,D., Moulin,L. and Hechard,Y.",Unpublished,Tetramitus thorntoni,NA,drinking water faucet,NA,France,Free-living amoebae isolated from Paris drinking water network,"Delafont,V., Samba-Louaka,A., Bouchon,D., Moulin,L. and Hechard,Y.",Unpublished
LC122939.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Band_1E,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,Japan,Response of the protistan community of a rice field soil to different oxygen tensions,"Takenouchi,Y., Iwasaki,K. and Murase,J.",Unpublished,uncultured eukaryote,Band_1E,rice field soil,NA,Japan:Aichi,Response of the protistan community of a rice field soil to different oxygen tensions,"Takenouchi,Y., Iwasaki,K. and Murase,J.",Unpublished
LC122947.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Band_3B,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,Japan,Response of the protistan community of a rice field soil to different oxygen tensions,"Takenouchi,Y., Iwasaki,K. and Murase,J.",Unpublished,uncultured eukaryote,Band_3B,rice field soil,NA,Japan:Aichi,Response of the protistan community of a rice field soil to different oxygen tensions,"Takenouchi,Y., Iwasaki,K. and Murase,J.",Unpublished
M98050.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus jugosus,isolate,NA,small river (ENVO:00000890),free-living,NA,NA,The evolution of the Vahlkampfiidae as deduced from 16S-like ribosomal RNA analysis,"Hinkle,G. and Sogin,M.L.","J. Eukaryot. Microbiol. 40 (5), 599-603 (1993)",Tetramitus jugosus,NA,NA,NA,NA,The evolution of the Vahlkampfiidae as deduced from 16S-like ribosomal RNA analysis,"Hinkle,G. and Sogin,M.L.","J. Eukaryot. Microbiol. 40 (5), 599-603 (1993)"
M98051.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus rostratus,isolate,urine (ENVO:00002047),human-associated environment (ENVO missing),NA,NA,NA,The evolution of the Vahlkampfiidae as deduced from 16S-like ribosomal RNA analysis,"Hinkle,G. and Sogin,M.L.","J. Eukaryot. Microbiol. 40 (5), 599-603 (1993)",Tetramitus rostratus,NA,NA,NA,NA,The evolution of the Vahlkampfiidae as deduced from 16S-like ribosomal RNA analysis,"Hinkle,G. and Sogin,M.L.","J. Eukaryot. Microbiol. 40 (5), 599-603 (1993)"
M98052.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Vahlkampfia lobospinosa,isolate,feces (ENVO:00002003),mammalia-associated environment (ENVO missing),NA,NA,NA,The evolution of the Vahlkampfiidae as deduced from 16S-like ribosomal RNA analysis,"Hinkle,G. and Sogin,M.L.","J. Eukaryot. Microbiol. 40 (5), 599-603 (1993)",Vahlkampfia lobospinosa,NA,NA,NA,NA,The evolution of the Vahlkampfiidae as deduced from 16S-like ribosomal RNA analysis,"Hinkle,G. and Sogin,M.L.","J. Eukaryot. Microbiol. 40 (5), 599-603 (1993)"
X93085.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade V,Vahlkampfiidae,Tetramitus,Tetramitus thorntoni,isolate,NA,NA,free-living,NA,NA,On the identity of the amoeboflagellates Didascalus thorntoni and Adelphamoeba galeacystis,"De Jonckheere,J.F., Brown,S. and Robinson,B.S.","J. Eukaryot. Microbiol. 44 (1), 52-54 (1997)",Tetramitus thorntoni,NA,NA,NA,NA,On the identity of the amoeboflagellates Didascalus thorntoni and Adelphamoeba galeacystis,"De Jonckheere,J.F., Brown,S. and Robinson,B.S.","J. Eukaryot. Microbiol. 44 (1), 52-54 (1997)"
FJ222603.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Tulamoebidae,Tulamoeba,Tulamoeba peronaphora,isolate,NA,saline evaporation pond (ENVO:00000055),free-living,NA,South Korea,"Ultrastructure and Molecular Phylogeny of two Heterolobosean Amoebae, Euplaesiobystra hypersalinica gen. et sp. nov. and Tulamoeba peronaphora gen. et sp. nov., Isolated from an Extremely Hypersaline Habitat","Park,J.S., Simpson,A.G., Brown,S. and Cho,B.C.","Protist 160 (2), 265-283 (2009)",Tulamoeba peronaphora,NA,solar saltern crystallizer,NA,South Korea: Seosin,"Ultrastructure and Molecular Phylogeny of two Heterolobosean Amoebae, Euplaesiobystra hypersalinica gen. et sp. nov. and Tulamoeba peronaphora gen. et sp. nov., Isolated from an Extremely Hypersaline Habitat","Park,J.S., Simpson,A.G., Brown,S. and Cho,B.C.","Protist 160 (2), 265-283 (2009)"
KJ607139.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Tulamoebidae,Tulamoeba,HML8-2-E,isolate,NA,saline lake (ENVO:00000019),free-living,NA,Russia,"Characterisation of Tulamoeba bucina n. sp., an Extremely Halotolerant Amoeboflagellate Heterolobosean Belonging to the Tulamoeba-Pleurostomum Clade (Tulamoebidae n. fam.)","Kirby,W.A., Tikhonenkov,D.V., Mylnikov,A.P., Janouskovec,J., Lax,G. and Simpson,A.G.",J. Eukaryot. Microbiol. (2014) In press,Tulamoeba bucina,HML8-2-E,NA,NA,"Russia: Lake Dunino near Sol-Iletzk, Orenburgskaya oblast","Characterisation of Tulamoeba bucina n. sp., an Extremely Halotolerant Amoeboflagellate Heterolobosean Belonging to the Tulamoeba-Pleurostomum Clade (Tulamoebidae n. fam.)","Kirby,W.A., Tikhonenkov,D.V., Mylnikov,A.P., Janouskovec,J., Lax,G. and Simpson,A.G.",J. Eukaryot. Microbiol. (2014) In press
KJ607140.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Tulamoebidae,Tulamoeba,HML8-2-L,isolate,NA,saline lake (ENVO:00000019),free-living,NA,Russia,"Characterisation of Tulamoeba bucina n. sp., an Extremely Halotolerant Amoeboflagellate Heterolobosean Belonging to the Tulamoeba-Pleurostomum Clade (Tulamoebidae n. fam.)","Kirby,W.A., Tikhonenkov,D.V., Mylnikov,A.P., Janouskovec,J., Lax,G. and Simpson,A.G.",J. Eukaryot. Microbiol. (2014) In press,Tulamoeba bucina,HML8-2-L,NA,NA,"Russia: Lake Dunino near Sol-Iletzk, Orenburgskaya oblast","Characterisation of Tulamoeba bucina n. sp., an Extremely Halotolerant Amoeboflagellate Heterolobosean Belonging to the Tulamoeba-Pleurostomum Clade (Tulamoebidae n. fam.)","Kirby,W.A., Tikhonenkov,D.V., Mylnikov,A.P., Janouskovec,J., Lax,G. and Simpson,A.G.",J. Eukaryot. Microbiol. (2014) In press
